source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_code_category_name,source_code_category_code,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
00000000000000290O,2010000857,None,ehif_service,"Kilpnäärme operatsioonid, lühike ravi","Endokriin-, toitumis- ja ainevahetushaigused",10,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000291C,2010000859,None,ehif_service,"Suhkurtõbi, vanus > 17, kht-ga","Endokriin-, toitumis- ja ainevahetushaigused",10,Diabetes w CC,638,38001388,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000291M,2010000860,None,ehif_service,"Suhkurtõbi, vanus > 17, hulgitüsistuste ja kht-ga","Endokriin-, toitumis- ja ainevahetushaigused",10,Diabetes w MCC,637,38001387,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000291N,2010000861,None,ehif_service,"Suhkurtõbi, vanus > 17, kht-ta","Endokriin-, toitumis- ja ainevahetushaigused",10,Diabetes w/o CC/MCC,639,38001389,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000291O,2010000862,None,ehif_service,"Türeoglossaalse trakti operatsioonid, lühike ravi","Endokriin-, toitumis- ja ainevahetushaigused",10,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000293O,2010000865,None,ehif_service,"Muud operatsioonid endokriin-, toitumis- ja ainevahetushäirete korral, lühike ravi","Endokriin-, toitumis- ja ainevahetushaigused",10,"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC",630,38001386,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000296C,2010000869,None,ehif_service,"Toitumis- ja muud ainevahetushäired, vanus >17, kht-ga","Endokriin-, toitumis- ja ainevahetushaigused",10,Nutritional & misc metabolic disorders w MCC,640,38001390,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000296M,2010000870,None,ehif_service,"Toitumis- ja muud ainevahetushäired, vanus >17, oluliste kht-ga","Endokriin-, toitumis- ja ainevahetushaigused",10,Nutritional & misc metabolic disorders w MCC,640,38001390,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000340O,2010001099,None,ehif_service,"Operatsioonid munanditel, lühike ravi","Endokriin-, toitumis- ja ainevahetushaigused",10,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000810O,2010002730,None,ehif_service,"Endokriinsüsteemi väheulatuslik protseduur, lühike ravi","Endokriin-, toitumis- ja ainevahetushaigused",10,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000910O,2010002839,None,ehif_service,"Endokriinsüsteemi haigus, lühike ravi olulise protseduurita","Endokriin-, toitumis- ja ainevahetushaigused",10,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000075,2010000087,None,ehif_service,Suured rindkereoperatsioonid,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000076,2010000088,None,ehif_service,"Hingamiselundite muud operatsioonid, kht-ga",Hingamiselundite haigused,04,Other resp system O.R. procedures w CC,167,38001019,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000077,2010000089,None,ehif_service,"Hingamiselundite muud operatsioonid, kht-ta",Hingamiselundite haigused,04,Other resp system O.R. procedures w/o CC/MCC,168,38001020,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000078,2010000090,None,ehif_service,Kopsuarteri emboolia,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000079,2010000091,None,ehif_service,"Hingamisteede infektsioonid ja põletikud, vanus >17, kht-ga",Hingamiselundite haigused,04,Respiratory infections & inflammations w CC,178,38001024,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000080,2010000092,None,ehif_service,"Hingamisteede infektsioonid ja põletikud, vanus >17, kht-ta",Hingamiselundite haigused,04,Respiratory infections & inflammations w/o CC/MCC,179,38001025,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000081,2010000093,None,ehif_service,"Hingamisteede infektsioonid ja põletikud, vanus 0-17",Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000082,2010000094,None,ehif_service,Hingamiselundite kasvajad,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000083,2010000095,None,ehif_service,"Suured rindkeretraumad, kht-ga",Hingamiselundite haigused,04,Major chest trauma w CC,184,38001030,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000084,2010000096,None,ehif_service,"Suured rindkeretraumad, kht-ta",Hingamiselundite haigused,04,Major chest trauma w/o CC/MCC,185,38001031,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000085,2010000097,None,ehif_service,"Vedelik pleuraõõnes, kht-ga",Hingamiselundite haigused,04,Pleural effusion w CC,187,38001033,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000086,2010000098,None,ehif_service,"Vedelik pleuraõõnes, kht-ta",Hingamiselundite haigused,04,Pleural effusion w/o CC/MCC,188,38001034,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000087,2010000099,None,ehif_service,Kopsuturse ja hingamispuudulikkus,Hingamiselundite haigused,04,Pulmonary edema & respiratory failure,189,38001035,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000088,2010000100,None,ehif_service,Krooniline obstruktiivne kopsuhaigus,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000089,2010000101,None,ehif_service,"Kopsupõletikud ja pleuriidid, vanus >17, kht-ga",Hingamiselundite haigused,04,Simple pneumonia & pleurisy w CC,194,38001040,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000090,2010000103,None,ehif_service,"Kopsupõletikud ja pleuriidid, vanus >17, kht-ta",Hingamiselundite haigused,04,Simple pneumonia & pleurisy w/o CC/MCC,195,38001041,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000092,2010000104,None,ehif_service,"Interstitsiaalsed kopsuhaigused, kht-ga",Hingamiselundite haigused,04,Interstitial lung disease w CC,197,38001043,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000093,2010000105,None,ehif_service,"Interstitsiaalsed kopsuhaigused, kht-ta",Hingamiselundite haigused,04,Interstitial lung disease w/o CC/MCC,198,38001044,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000094,2010000106,None,ehif_service,"Õhkrind, kht-ga",Hingamiselundite haigused,04,Pneumothorax w CC,200,38001046,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000095,2010000107,None,ehif_service,"Õhkrind, kht-ta",Hingamiselundite haigused,04,Pneumothorax w/o CC/MCC,201,38001047,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000096,2010000108,None,ehif_service,"Bronhiidid ja bronhiaalastma, vanus >17, kht-ga",Hingamiselundite haigused,04,Bronchitis & asthma w CC/MCC,202,38001048,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000097,2010000109,None,ehif_service,"Bronhiidid ja bronhiaalastma, vanus >17, kht-ta",Hingamiselundite haigused,04,Bronchitis & asthma w/o CC/MCC,203,38001049,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000099,2010000110,None,ehif_service,"Hingamiselunditega seotud haigustunnused ja sümptomid, kht-ga",Hingamiselundite haigused,04,Respiratory signs & symptoms,204,38001050,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000100,2010000111,None,ehif_service,"Hingamiselunditega seotud haigustunnused ja sümptomid, kht-ta",Hingamiselundite haigused,04,Respiratory signs & symptoms,204,38001050,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000101,2010000112,None,ehif_service,"Hingamiselundite muud haigused, kht-ga",Hingamiselundite haigused,04,Other respiratory system diagnoses w MCC,205,38001051,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000102,2010000113,None,ehif_service,"Hingamiselundite muud haigused, kht-ta",Hingamiselundite haigused,04,Other respiratory system diagnoses w/o MCC,206,38001052,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000534,2010000533,None,ehif_service,Üldanesteesia hingamiselundite probleemide korral,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000075O,2010000552,None,ehif_service,"Suured rindkereoperatsioonid, lühike ravi",Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000077O,2010000553,None,ehif_service,"Hingamiselundite muud operatsioonid, lühike ravi",Hingamiselundite haigused,04,Other resp system O.R. procedures w/o CC/MCC,168,38001020,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000091A,2010000554,None,ehif_service,"Kopsupõletikud ja pleuriidid, vanus 0-17, kht-ga",Hingamiselundite haigused,04,Simple pneumonia & pleurisy w CC,194,38001040,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000091B,2010000555,None,ehif_service,"Kopsupõletikud ja pleuriidid, vanus 0-17, kht-ta",Hingamiselundite haigused,04,Simple pneumonia & pleurisy w/o CC/MCC,195,38001041,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000098A,2010000556,None,ehif_service,"Bronhiidid ja bronhiaalastma, vanus 0-17, kht-ga",Hingamiselundite haigused,04,Bronchitis & asthma w CC/MCC,202,38001048,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000098B,2010000557,None,ehif_service,"Bronhiidid ja bronhiaalastma, vanus 0-17, kht-ta",Hingamiselundite haigused,04,Bronchitis & asthma w/o CC/MCC,203,38001049,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000475A,2010001358,None,ehif_service,Kopsude mehhaaniline ventilatsioon hingamiselundite haiguste puhul,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000475B,2010001359,None,ehif_service,Positiivse lõpprõhuga mehhaaniline ventilatsioon ( PEEP) hingamiselundite haiguste puhul,Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000475O,2010001360,None,ehif_service,"Kopsude mehhaaniline ventilatsioon hingamiselundite haiguste puhul, lühike ravi",Hingamiselundite haigused,04,Respiratory system diagnosis w ventilator support <96 hours,208,38001054,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000495O,2010001388,None,ehif_service,"Kopsu siirdamine, lühike ravi",Hingamiselundite haigused,04,Lung transplant,007,38000893,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000804O,2010002716,None,ehif_service,"Hingamisteede väheulatuslik protseduur, lühike ravi",Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000904O,2010002801,None,ehif_service,"Hingamisteede haigus, lühike ravi olulise protseduurita",Hingamiselundite haigused,04,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000495,2010000521,None,ehif_service,Kopsu siirdamine,Hingamiselundite haigused; PreMDC DRG-d,00; 04,Lung transplant,007,38000893,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000489,2010000515,None,ehif_service,HIV-infektsioon koos sellega seotud peamiste haigusseisunditega,HIV infektsioon; Infektsioon- ja parasitaarhaigused,18; 25,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000490,2010000516,None,ehif_service,HIV-infektsioon,HIV infektsioon; Infektsioon- ja parasitaarhaigused,18; 25,HIV w or w/o other related condition,977,38001628,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000415,2010000440,None,ehif_service,Infektsioon- või parasitaarhaiguste puhused operatsioonid,Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000416,2010000441,None,ehif_service,"Septitseemia, vanus >17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000417,2010000442,None,ehif_service,"Septitseemia, vanus 0-17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000418,2010000443,None,ehif_service,Operatsiooni- ja traumajärgsed infektsioonid,Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000419,2010000444,None,ehif_service,"Tundmatu päritoluga palavik, vanus >17, kht-ga",Infektsioon- ja parasitaarhaigused,18,Fever,864,38001557,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000420,2010000447,None,ehif_service,"Tundmatu päritoluga palavik, vanus >17, kht-ta",Infektsioon- ja parasitaarhaigused,18,Fever,864,38001557,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000421,2010000448,None,ehif_service,"Viirushaigus, vanus >17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000422,2010000449,None,ehif_service,"Viirushaigus ja tundmatu päritoluga palavik, vanus 0-17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000423,2010000450,None,ehif_service,Muud infektsioon- ja parasitaarhaigused,Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000415O,2010001293,None,ehif_service,"Infektsioon- või parasitaarhaiguste puhused operatsioonid, lühike ravi",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000416N,2010001294,None,ehif_service,"Septitseemia, vanus >17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000417N,2010001296,None,ehif_service,"Septitseemia, vanus 0-17",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000818O,2010002738,None,ehif_service,"Väheulatuslik protseduur infektsioonhaiguste korral, lühike ravi",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000918O,2010002888,None,ehif_service,"Infektsioonhaigus, lühike ravi olulise protseduurita",Infektsioon- ja parasitaarhaigused,18,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000050,2010000061,None,ehif_service,Süljenäärme eemaldamine,"Kõrva-, nina-, suu- ja kurguhaigused",03,Salivary gland procedures,139,38000997,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000051,2010000062,None,ehif_service,"Süljenäärmete operatsioonid, v.a süljenäärmete eemaldamine","Kõrva-, nina-, suu- ja kurguhaigused",03,Salivary gland procedures,139,38000997,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000052,2010000063,None,ehif_service,Huule- ja suulaelõhede korrektsioon,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000055,2010000066,None,ehif_service,"Kõrva, nina, suu ja kurgu mitmesugused operatsioonid","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000056,2010000067,None,ehif_service,Ninaplastika,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000057,2010000068,None,ehif_service,"Kurgu- ja ninaneelumandlite operatsioonid, v.a kurgumandlite ja/või ninaneelumandlite eemaldamine, vanus >17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000058,2010000069,None,ehif_service,"Kurgu- ja ninaneelumandlite operatsioonid, v.a kurgumandlite ja/või ninaneelumandlite eemaldamine, vanus 0-17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000059,2010000070,None,ehif_service,"Kurgu- ja/või ninaneelumandli eemaldamine, vanus >17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000060,2010000072,None,ehif_service,"Kurgu- ja/või ninaneelumandli eemaldamine, vanus 0-17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000063,2010000075,None,ehif_service,"Kõrva, nina, suu ja kurgu muud suured operatsioonid","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000064,2010000076,None,ehif_service,"Kõrva, nina, suu ja kurgu pahaloomulised kasvajad","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000065,2010000077,None,ehif_service,Tasakaaluhäired,"Kõrva-, nina-, suu- ja kurguhaigused",03,Dysequilibrium,149,38001001,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000066,2010000078,None,ehif_service,Ninaverejooks,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000067,2010000079,None,ehif_service,Kõripealise põletik,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000068,2010000080,None,ehif_service,"Keskkõrva põletik või ülemiste hingamisteede infektsioon, vanus >17, kht-ga","Kõrva-, nina-, suu- ja kurguhaigused",03,Otitis media & URI w MCC,152,38001004,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000069,2010000081,None,ehif_service,"Keskkõrva põletik või ülemiste hingamisteede infektsioon, vanus >17, kht-ta","Kõrva-, nina-, suu- ja kurguhaigused",03,Otitis media & URI w/o MCC,153,38001005,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000071,2010000083,None,ehif_service,Kõri ja hingetoru põletik,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000072,2010000084,None,ehif_service,Nina traumad ja deformatsioonid,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000073,2010000085,None,ehif_service,"Kõrva, nina, suu ja kurgu muud haigused, vanus >17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000074,2010000086,None,ehif_service,"Kõrva, nina, suu ja kurgu muud haigused, vanus 0-17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000168,2010000182,None,ehif_service,"Suuõõne operatsioonid, kht-ga","Kõrva-, nina-, suu- ja kurguhaigused",03,Mouth procedures w CC/MCC,137,38000995,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000169,2010000183,None,ehif_service,"Suuõõne operatsioonid, kht-ta","Kõrva-, nina-, suu- ja kurguhaigused",03,Mouth procedures w/o CC/MCC,138,38000996,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000185,2010000198,None,ehif_service,"Suu- ja hambahaigused, v.a ekstraktsioonid ja restauratsioonid, vanus >17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000186,2010000199,None,ehif_service,"Suu- ja hambahaigused, v.a ekstraktsioonid ja restauratsioonid, vanus 0-17","Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
000000000000000187,2010000200,None,ehif_service,Hamba ekstraktsioonid ja restauratsioonid,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000049A,2010000522,None,ehif_service,Muud pea ja kaela suured operatsioonid,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
00000000000000049B,2010000523,None,ehif_service,Kohleaarimplantatsioon,"Kõrva-, nina-, suu- ja kurguhaigused",03,Major head & neck procedures w CC/MCC or major device,129,38000987,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000050N,2010000526,None,ehif_service,Süljenäärme eemaldamine,"Kõrva-, nina-, suu- ja kurguhaigused",03,Salivary gland procedures,139,38000997,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000051N,2010000527,None,ehif_service,"Süljenäärmete operatsioonid, v.a süljenäärmete eemaldamine","Kõrva-, nina-, suu- ja kurguhaigused",03,Salivary gland procedures,139,38000997,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
00000000000000051O,2010000528,None,ehif_service,"Süljenäärmete operatsioonid, v.a süljenäärmete eemaldamine, lühike ravi","Kõrva-, nina-, suu- ja kurguhaigused",03,Salivary gland procedures,139,38000997,DRG,Observation,MS-DRG,2025-02-21,2099-12-31
000000000000000520,2010000529,None,ehif_service,Obstruktiivne uneapnoe,"Kõrva-, nina-, suu- ja kurguhaigused",03,,No matching concept,0,None,,,2025-02-21,2099-12-31
